id_num,program_type,program_id,program_duration,test_id,test_type,difficulty_level,trainee_id,gender,education,city_tier,age,total_programs_enrolled,is_handicapped,trainee_engagement_rating,is_pass
7766_124,Y,,121,124,online,easy,7766,M,Matriculation,2,42,2,N,5,0
6333_81,V,V_3,131,81,offline,intermediate,6333,M,Matriculation,1,30,2,N,1,0
2287_133,Y,Y_3,135,133,online,easy,2287,M,High School Diploma,2,,2,N,3,1
13042_175,Z,Z_2,120,175,online,easy,13042,F,Matriculation,4,,1,N,2,1
18321_67,V,V_4,122,67,offline,easy,18321,F,High School Diploma,3,25,2,N,3,1
19710_145,Y,Y_2,120,145,online,easy,19710,M,Matriculation,3,48,2,N,4,1
13635_35,T,T_2,117,35,offline,intermediate,13635,F,High School Diploma,3,22,2,N,1,0
5070_130,Y,Y_3,135,130,online,easy,5070,F,High School Diploma,2,,2,N,2,1
2601_60,U,U_1,134,60,offline,intermediate,2601,M,High School Diploma,2,24,3,N,2,0
6934_18,T,T_4,120,18,online,easy,6934,F,High School Diploma,2,27,2,Y,1,1
677_31,T,T_3,134,31,online,easy,677,F,Matriculation,,30,2,N,5,1
18624_40,T,T_2,117,40,online,easy,18624,F,High School Diploma,3,,4,N,1,0
9255_61,U,U_1,134,61,online,easy,9255,M,High School Diploma,1,,3,N,1,0
1636_10,T,T_4,120,10,offline,easy,1636,F,High School Diploma,2,,4,N,4,1
3322_28,T,T_3,134,28,online,easy,3322,F,High School Diploma,2,46,6,N,2,1
8821_125,Y,Y_3,135,125,offline,intermediate,8821,M,Matriculation,1,24,4,N,1,1
13258_38,T,T_2,117,38,online,easy,13258,F,High School Diploma,3,40,,N,1,1
1966_57,U,U_1,134,57,offline,easy,1966,F,Bachelors,3,43,1,N,2,0
4539_10,T,T_4,120,10,offline,easy,4539,F,Matriculation,3,19,4,Y,1,0
19185_96,V,V_1,133,96,offline,easy,19185,F,High School Diploma,3,20,2,N,2,1
6975_19,T,T_4,120,19,online,easy,6975,F,High School Diploma,3,44,2,N,2,1
16258_149,Y,Y_1,136,149,offline,intermediate,16258,F,Matriculation,3,,4,N,5,1
6250_115,Y,Y_4,121,115,offline,hard,6250,M,Bachelors,1,43,2,N,4,0
2943_75,V,V_4,122,75,online,easy,2943,,Bachelors,2,28,2,N,,1
11760_25,T,T_3,134,25,offline,intermediate,11760,F,High School Diploma,1,26,4,N,1,0
20041_82,V,V_3,131,82,offline,intermediate,20041,M,High School Diploma,2,,3,,2,1
1520_150,Y,Y_1,136,150,offline,intermediate,1520,M,High School Diploma,1,47,2,N,3,1
15249_179,Z,Z_1,136,179,offline,easy,15249,F,Matriculation,3,28,1,N,1,0
16758_44,T,T_1,131,44,offline,easy,16758,F,Matriculation,2,24,2,N,2,1
4709_28,T,T_3,134,28,online,easy,4709,F,High School Diploma,1,27,2,N,1,1
727_133,Y,,135,133,online,easy,727,F,High School Diploma,2,27,4,N,5,1
12419_22,T,T_3,134,22,offline,intermediate,12419,F,High School Diploma,4,28,4,Y,1,0
951_57,U,U_1,134,57,offline,easy,951,F,High School Diploma,3,28,3,N,2,0
260_146,Y,Y_2,120,146,online,easy,260,M,High School Diploma,3,28,4,Y,4,1
10325_166,Z,Z_3,130,166,online,easy,10325,M,Matriculation,4,30,1,N,1,1
3018_170,Z,,120,170,offline,easy,3018,F,High School Diploma,2,46,2,N,2,1
2192_59,U,,134,59,offline,intermediate,,M,Matriculation,1,,2,N,4,1
3466_142,Y,Y_2,120,142,online,easy,3466,M,Bachelors,2,,3,N,4,1
1206_10,T,T_4,120,10,offline,easy,1206,F,High School Diploma,1,26,2,N,1,0
6297_14,T,T_4,120,14,offline,intermediate,6297,F,High School Diploma,3,34,6,N,4,1
11423_62,U,U_1,134,62,online,easy,11423,M,Matriculation,2,,2,N,1,1
17916_129,Y,Y_3,135,129,offline,hard,17916,M,Bachelors,1,46,3,N,3,0
8286_140,Y,Y_2,120,140,offline,hard,8286,F,Matriculation,2,,2,Y,3,0
8467_128,Y,Y_3,135,128,offline,hard,8467,F,High School Diploma,1,,4,N,4,1
10468_28,T,T_3,134,28,online,easy,10468,F,Matriculation,2,,,N,1,1
13476_58,U,U_1,134,58,offline,intermediate,13476,M,High School Diploma,1,,4,Y,1,0
9577_85,V,V_3,131,85,offline,intermediate,9577,F,High School Diploma,2,27,4,N,2,0
11221_133,Y,Y_3,135,133,online,easy,11221,M,Bachelors,3,34,3,N,3,0
12038_60,U,U_1,134,60,offline,intermediate,12038,F,Matriculation,1,,3,N,2,1
19250_138,Y,Y_2,120,,offline,intermediate,19250,M,Bachelors,2,,2,N,3,0
4500_34,T,T_2,117,34,offline,intermediate,4500,F,Matriculation,3,29,7,N,1,0
11205_132,Y,Y_3,135,132,online,easy,11205,F,High School Diploma,3,31,2,N,5,1
11952_101,X,X_3,136,101,offline,intermediate,11952,F,Bachelors,1,,4,N,2,1
2691_38,T,T_2,117,38,online,easy,2691,F,High School Diploma,3,30,4,N,2,1
7668_74,V,V_4,122,74,online,easy,7668,F,High School Diploma,1,25,2,N,4,1
9568_131,Y,Y_3,135,131,online,easy,9568,F,Matriculation,3,27,3,N,3,1
3964_127,Y,Y_3,135,127,offline,hard,3964,M,High School Diploma,3,30,4,N,2,0
12008_130,Y,Y_3,135,130,online,easy,12008,M,High School Diploma,1,26,2,N,3,1
17929_74,V,V_4,122,74,online,easy,17929,M,High School Diploma,1,45,2,,2,1
3169_67,V,V_4,122,67,offline,easy,3169,F,High School Diploma,3,45,2,Y,2,1
6781_114,Y,Y_4,121,114,offline,intermediate,6781,M,High School Diploma,1,,4,N,2,1
8745_26,T,T_3,134,26,offline,intermediate,8745,F,Bachelors,2,30,2,N,1,1
9224_85,V,V_3,131,85,offline,intermediate,9224,F,High School Diploma,3,,4,Y,3,1
8655_140,Y,Y_2,,140,offline,hard,8655,M,Matriculation,1,,3,Y,5,0
6045_118,Y,Y_4,121,118,online,easy,6045,,High School Diploma,2,,2,N,3,1
3609_116,Y,Y_4,121,116,offline,hard,3609,F,High School Diploma,3,,4,Y,4,1
4889_126,Y,Y_3,135,126,offline,intermediate,4889,M,High School Diploma,,30,4,N,1,0
8300_26,T,T_3,134,26,offline,intermediate,8300,M,Matriculation,4,42,2,Y,1,1
11672_27,T,T_3,134,27,online,easy,11672,F,Matriculation,2,45,2,N,2,1
19656_68,V,V_4,122,68,offline,intermediate,19656,F,Matriculation,3,26,4,N,2,1
15712_44,T,T_1,131,44,offline,easy,15712,F,High School Diploma,1,32,2,N,1,1
2476_84,V,V_3,131,84,offline,intermediate,2476,F,High School Diploma,2,29,2,N,2,1
7370_69,V,V_4,122,69,offline,intermediate,7370,M,Matriculation,4,,2,N,3,0
13302_137,Y,Y_2,120,137,offline,intermediate,13302,M,High School Diploma,3,23,4,N,3,1
272_148,Y,Y_2,120,148,online,easy,272,M,Bachelors,4,47,4,N,2,1
10505_160,Y,Y_1,136,160,online,easy,10505,M,High School Diploma,3,,3,N,4,0
4109_11,T,T_4,120,11,offline,intermediate,4109,F,Bachelors,3,,4,N,1,1
6839_140,,Y_2,120,140,offline,hard,6839,M,High School Diploma,3,48,6,Y,3,1
4379_122,Y,Y_4,121,122,online,easy,4379,F,High School Diploma,2,,5,N,4,1
6025_19,T,T_4,120,19,online,easy,6025,F,High School Diploma,3,42,9,,1,1
4855_19,T,T_4,120,19,online,easy,4855,F,Matriculation,1,,2,N,3,1
11113_30,T,T_3,134,30,online,easy,11113,F,Bachelors,3,,2,N,2,1
5884_83,V,V_3,131,83,offline,intermediate,5884,,High School Diploma,3,,3,N,1,1
14713_181,Z,Z_1,136,181,offline,easy,14713,F,High School Diploma,1,40,1,N,2,1
3270_113,Y,Y_4,121,113,offline,intermediate,3270,F,High School Diploma,2,,2,N,3,1
2376_75,V,V_4,122,75,online,easy,2376,M,Matriculation,3,28,3,N,2,0
11191_163,Z,Z_3,130,163,offline,easy,11191,F,Masters,1,46,1,N,2,1
12837_52,U,U_2,122,52,online,easy,12837,M,High School Diploma,3,45,2,N,4,1
5969_123,Y,Y_4,121,123,online,easy,5969,M,Bachelors,1,,6,N,2,1
15911_45,T,T_1,131,45,offline,intermediate,15911,F,Matriculation,2,30,2,N,1,0
4817_31,T,T_3,134,31,online,easy,4817,F,No Qualification,3,,4,N,2,1
7643_131,Y,Y_3,135,131,online,easy,7643,M,High School Diploma,1,44,2,N,4,1
15095_179,Z,Z_1,136,179,offline,easy,15095,F,Matriculation,2,47,1,N,2,1
1351_125,Y,Y_3,135,125,offline,intermediate,1351,M,Matriculation,1,24,4,N,1,1
19116_131,Y,Y_3,135,131,online,easy,19116,M,,3,44,7,N,4,1
12060_177,Z,Z_2,120,177,online,easy,12060,F,Matriculation,1,47,1,N,2,1
7942_143,Y,Y_2,120,143,online,easy,,M,Matriculation,1,26,4,N,2,1
4788_95,V,V_1,133,95,offline,easy,4788,M,Matriculation,4,36,2,N,1,1
4977_126,Y,Y_3,135,126,offline,intermediate,4977,M,Matriculation,4,46,2,N,,1
7120_13,T,T_4,120,13,offline,intermediate,7120,F,High School Diploma,4,,2,N,1,1
17284_44,T,T_1,131,44,offline,easy,17284,F,High School Diploma,3,27,2,N,1,0
936_100,V,V_1,133,100,offline,vary hard,936,M,Bachelors,3,,2,N,1,0
13210_87,V,V_2,121,87,offline,easy,13210,M,Matriculation,4,47,2,N,1,0
16286_181,Z,Z_1,136,181,offline,easy,16286,M,Matriculation,4,47,1,N,2,1
7583_12,T,T_4,120,12,offline,intermediate,7583,F,Matriculation,3,28,2,N,1,1
982_134,Y,Y_3,135,134,online,easy,982,M,High School Diploma,1,,2,N,2,1
17653_58,U,U_1,134,58,offline,intermediate,17653,F,Matriculation,2,28,4,N,1,0
9838_134,Y,Y_3,135,134,online,easy,9838,M,Matriculation,3,,2,N,5,1
12842_178,Z,Z_2,120,178,online,easy,12842,M,High School Diploma,3,42,1,N,2,1
6593_20,T,T_4,120,20,online,easy,6593,F,Matriculation,1,44,3,N,2,1
19137_52,U,U_2,122,52,online,easy,19137,M,High School Diploma,3,44,1,N,1,0
3399_76,V,V_4,122,76,online,easy,3399,F,High School Diploma,1,30,2,N,4,0
19_60,U,U_1,134,60,offline,intermediate,19,M,Bachelors,1,,4,N,3,1
16417_154,Y,Y_1,136,154,online,easy,16417,M,Bachelors,1,48,2,N,4,1
20015_44,T,T_1,131,44,offline,easy,20015,F,Bachelors,1,46,2,N,1,1
5013_177,Z,Z_2,120,177,online,easy,5013,M,Bachelors,3,48,1,N,1,0
16831_94,V,V_1,133,94,offline,easy,16831,M,High School Diploma,3,31,2,N,1,1
14897_151,Y,Y_1,136,151,offline,hard,14897,M,High School Diploma,1,,2,N,5,1
11339_171,Z,Z_2,120,171,offline,easy,11339,F,Matriculation,,27,2,N,1,1
18175_112,X,X_1,134,112,offline,hard,18175,M,Bachelors,1,42,2,N,5,1
3558_72,V,V_4,122,72,offline,vary hard,3558,M,High School Diploma,4,,4,N,2,0
3086_84,V,V_3,131,84,offline,intermediate,3086,M,High School Diploma,4,,2,N,1,0
2110_117,Y,Y_4,121,117,offline,hard,2110,M,High School Diploma,1,,2,Y,4,1
2991_10,T,T_4,120,10,offline,easy,2991,F,Matriculation,2,,4,N,1,1
7524_48,U,U_2,122,48,offline,easy,7524,M,Matriculation,3,29,2,N,1,0
948_129,Y,Y_3,135,129,offline,hard,948,F,High School Diploma,4,,3,N,,0
16852_59,U,U_1,134,59,offline,intermediate,16852,M,Bachelors,3,46,,N,2,1
16766_160,Y,Y_1,136,160,online,easy,16766,M,Matriculation,1,45,2,N,5,1
4170_137,Y,Y_2,120,137,offline,intermediate,4170,M,,1,24,2,N,1,1
10924_34,T,T_2,117,34,offline,intermediate,10924,F,Matriculation,3,30,4,N,1,0
8233_30,T,T_3,134,30,online,easy,8233,F,Bachelors,3,45,2,N,4,1
3017_113,Y,Y_4,121,113,offline,intermediate,3017,M,Bachelors,3,,2,N,4,1
11440_29,T,T_3,134,29,online,easy,11440,F,Matriculation,2,44,2,N,1,1
18683_31,T,T_3,134,31,online,easy,18683,F,High School Diploma,2,45,4,N,2,1
168_23,T,T_3,134,23,,intermediate,168,F,High School Diploma,2,46,2,N,1,1
6029_67,V,V_4,122,67,offline,easy,6029,M,Matriculation,2,,4,N,2,1
18482_132,Y,Y_3,135,132,,easy,18482,M,High School Diploma,3,45,4,Y,2,1
7800_27,T,T_3,134,27,online,easy,7800,M,Bachelors,2,46,2,N,1,1
2131_32,T,T_2,,32,offline,easy,2131,F,High School Diploma,2,,2,N,1,1
19881_66,V,V_4,122,66,offline,easy,19881,M,Matriculation,1,20,4,N,1,0
594_44,T,T_1,131,44,offline,easy,594,F,High School Diploma,2,48,4,N,2,1
494_22,T,T_3,134,22,offline,intermediate,494,F,High School Diploma,1,45,4,N,3,1
13637_138,Y,Y_2,120,138,offline,intermediate,13637,F,High School Diploma,3,,3,N,4,1
3863_36,T,T_2,117,36,offline,intermediate,3863,F,Matriculation,2,,2,N,2,1
15081_185,Z,Z_1,136,185,online,easy,15081,F,Matriculation,1,46,1,N,1,1
16960_43,T,T_1,131,43,offline,easy,16960,F,Matriculation,3,28,2,N,4,1
3997_70,V,V_4,122,70,offline,intermediate,3997,M,Matriculation,1,45,2,Y,2,0
6269_122,Y,Y_4,121,122,online,easy,6269,,High School Diploma,2,30,4,N,3,1
1203_81,V,V_3,131,81,offline,intermediate,1203,F,High School Diploma,1,48,3,N,1,1
8428_146,Y,Y_2,120,146,online,easy,8428,M,Matriculation,3,44,2,N,3,1
13050_35,T,T_2,,35,offline,intermediate,13050,M,Bachelors,2,44,4,N,1,1
3167_116,Y,Y_4,121,116,offline,hard,3167,M,Matriculation,1,,2,N,4,1
1391_123,Y,Y_4,121,123,online,easy,1391,M,Matriculation,1,,2,N,5,1
12421_31,T,T_3,134,31,online,easy,12421,F,Bachelors,2,,2,N,1,1
2213_121,Y,Y_4,121,121,online,easy,2213,M,Matriculation,4,,3,Y,4,1
10583_131,Y,Y_3,135,131,online,easy,10583,M,High School Diploma,2,,2,N,2,1
10133_21,T,T_3,134,21,offline,easy,10133,F,Matriculation,1,,2,N,1,1
1824_62,U,U_1,134,62,online,easy,1824,M,High School Diploma,3,,2,N,4,0
1459_61,U,U_1,134,61,online,easy,1459,F,High School Diploma,2,29,2,Y,1,0
1692_116,Y,Y_4,121,116,offline,hard,1692,F,High School Diploma,3,23,6,N,4,0
19148_136,Y,Y_3,135,136,online,easy,19148,M,High School Diploma,3,26,2,N,4,0
538_117,Y,Y_4,121,117,offline,hard,538,M,Bachelors,3,46,2,N,4,1
10031_161,Z,Z_3,130,161,offline,easy,10031,M,High School Diploma,2,39,1,N,1,1
16884_187,Z,Z_1,136,187,online,easy,16884,F,Matriculation,3,27,1,N,1,0
4167_57,U,U_1,134,57,offline,easy,4167,M,Bachelors,1,44,2,N,3,1
6396_61,U,U_1,134,61,online,easy,6396,M,High School Diploma,3,17,3,N,1,0
5033_69,V,V_4,122,69,offline,intermediate,5033,F,Matriculation,1,,2,N,2,0
5890_122,Y,Y_4,121,,online,easy,5890,M,High School Diploma,3,,4,N,3,1
14422_34,T,T_2,117,34,offline,intermediate,14422,F,High School Diploma,1,,2,Y,1,1
1798_1,S,S_2,134,1,offline,intermediate,1798,M,High School Diploma,3,29,2,N,1,1
18666_118,Y,Y_4,121,118,online,easy,18666,M,Bachelors,1,46,4,N,4,1
18580_181,Z,Z_1,136,181,offline,easy,18580,F,High School Diploma,3,42,1,Y,2,1
6363_89,V,V_2,121,89,offline,intermediate,6363,F,High School Diploma,3,,4,N,1,0
19994_82,V,V_3,131,82,offline,intermediate,19994,F,High School Diploma,3,,4,N,3,1
4782_73,V,V_4,122,73,online,easy,4782,M,High School Diploma,2,31,2,N,3,0
12175_165,Z,Z_3,130,165,online,easy,12175,M,Matriculation,3,41,1,N,1,1
3542_55,U,U_2,122,55,online,easy,3542,M,High School Diploma,3,44,1,N,4,1
19407_39,T,T_2,117,39,online,easy,19407,F,Matriculation,1,,2,N,1,1
5281_112,X,X_1,134,112,offline,hard,5281,M,High School Diploma,4,,2,N,3,1
13714_92,V,V_2,121,92,offline,intermediate,13714,F,High School Diploma,1,25,2,Y,2,0
12846_171,Z,Z_2,120,171,offline,easy,12846,F,Matriculation,3,,1,Y,1,0
6503_20,T,T_4,120,20,online,easy,6503,M,Bachelors,3,26,2,N,1,1
8294_143,Y,Y_2,120,143,online,easy,8294,M,High School Diploma,3,,3,N,3,1
15253_63,U,U_1,134,63,online,easy,15253,M,High School Diploma,1,,2,N,1,1
12041_30,T,T_3,134,30,online,easy,12041,F,High School Diploma,4,,2,N,2,1
16817_43,T,T_1,131,43,offline,easy,16817,F,Matriculation,3,46,2,Y,3,0
4892_20,T,T_4,120,20,online,easy,4892,F,Matriculation,1,,2,N,1,1
14453_158,Y,Y_1,136,158,online,easy,14453,M,High School Diploma,3,44,3,N,5,1
18390_55,U,U_2,122,55,online,easy,18390,M,Matriculation,4,44,2,N,4,1
4313_19,T,T_4,120,19,online,easy,4313,F,Matriculation,1,47,6,N,1,1
8364_38,T,T_2,117,38,online,easy,8364,F,Matriculation,3,43,2,N,1,1
1968_49,U,U_2,122,,offline,intermediate,1968,M,Bachelors,1,29,4,N,2,1
2671_77,V,V_4,122,77,online,easy,2671,F,Bachelors,3,,2,N,4,0
16852_62,U,U_1,134,62,online,easy,16852,M,Bachelors,3,46,4,N,2,1
5333_139,Y,Y_2,120,139,offline,hard,5333,M,High School Diploma,3,,3,N,4,1
16920_62,U,U_1,134,62,online,easy,16920,M,High School Diploma,1,,2,N,2,1
1580_67,V,V_4,122,67,offline,easy,1580,M,Matriculation,,45,3,N,4,1
17930_156,Y,Y_1,136,156,online,easy,,M,Bachelors,1,41,2,N,5,1
2555_57,U,U_1,134,57,offline,easy,2555,M,High School Diploma,2,56,2,N,4,1
9485_84,V,V_3,131,84,offline,intermediate,9485,M,High School Diploma,3,,2,N,2,1
2102_61,U,U_1,134,61,online,easy,2102,M,Bachelors,3,55,1,N,1,1
6962_11,T,T_4,120,11,offline,intermediate,6962,M,High School Diploma,3,41,2,N,1,0
15823_152,Y,Y_1,136,152,offline,hard,15823,M,Matriculation,1,44,2,N,3,1
2444_19,T,T_4,120,19,online,easy,2444,F,Matriculation,3,,2,N,2,1
16568_159,Y,Y_1,136,159,online,easy,16568,M,High School Diploma,1,,2,N,4,1
16940_159,Y,Y_1,136,159,online,easy,16940,M,Matriculation,1,,2,N,4,0
19367_15,T,T_4,120,15,offline,intermediate,19367,F,High School Diploma,3,42,2,N,2,1
13119_96,V,V_1,133,96,offline,easy,13119,F,Matriculation,3,,2,N,2,1
7395_125,Y,Y_3,135,125,offline,intermediate,7395,M,High School Diploma,3,28,4,N,1,1
3685_25,T,T_3,134,25,offline,intermediate,3685,F,High School Diploma,1,,3,N,1,1
1455_143,Y,Y_2,120,143,online,easy,1455,M,Matriculation,1,,,N,3,1
10539_63,U,U_1,134,63,online,easy,10539,F,Matriculation,3,25,3,N,2,0
2659_31,T,T_3,134,31,online,easy,2659,F,Matriculation,3,,2,N,2,0
814_12,T,T_4,120,12,offline,intermediate,814,F,Matriculation,3,46,4,N,2,1
13484_65,U,U_1,134,65,offline,vary hard,13484,M,High School Diploma,1,,2,N,3,0
16570_158,Y,Y_1,136,158,online,easy,16570,M,High School Diploma,3,26,2,N,3,1
15931_154,Y,Y_1,136,154,online,easy,15931,M,High School Diploma,3,,4,N,3,1
16620_96,V,V_1,133,96,offline,easy,16620,F,High School Diploma,4,32,4,N,3,0
5652_65,U,U_1,134,65,offline,vary hard,5652,M,Matriculation,4,,3,N,3,0
5160_16,T,T_4,120,16,online,easy,5160,F,,1,43,5,N,1,1
7342_10,T,T_4,120,10,offline,easy,7342,F,High School Diploma,3,44,2,N,1,0
16155_112,X,X_1,134,112,offline,hard,16155,M,Bachelors,4,24,2,N,2,1
7400_74,V,V_4,122,74,online,easy,7400,M,High School Diploma,2,,2,N,2,1
13862_137,Y,Y_2,120,137,offline,intermediate,13862,M,Bachelors,,44,2,N,5,1
9545_145,Y,Y_2,120,145,online,easy,9545,F,High School Diploma,3,28,3,N,3,1
866_72,V,V_4,122,72,offline,vary hard,866,F,High School Diploma,1,28,2,N,3,0
4237_13,T,T_4,120,13,offline,intermediate,4237,M,High School Diploma,1,27,4,Y,2,0
13665_106,X,X_2,121,106,offline,hard,13665,M,Matriculation,3,35,1,N,1,0
15580_158,Y,Y_1,136,158,online,easy,15580,M,Matriculation,1,,3,N,4,0
7196_119,Y,Y_4,121,119,online,easy,7196,M,Bachelors,2,30,2,N,4,1
6443_11,T,T_4,120,11,offline,intermediate,6443,F,High School Diploma,3,29,4,N,1,0
10503_84,V,V_3,131,84,offline,intermediate,10503,M,High School Diploma,3,25,4,N,1,0
6810_14,T,T_4,120,14,offline,intermediate,6810,F,High School Diploma,3,,2,N,2,1
3709_62,U,U_1,134,62,online,easy,3709,M,High School Diploma,1,,2,N,2,1
15770_96,V,V_1,133,96,offline,easy,15770,F,High School Diploma,1,24,3,N,2,1
13388_107,X,X_2,121,107,offline,hard,13388,,Matriculation,1,33,2,N,2,0
12261_82,V,V_3,131,82,offline,intermediate,12261,M,High School Diploma,1,26,4,N,2,1
9067_45,T,T_1,131,45,offline,intermediate,9067,F,Bachelors,3,49,2,N,2,1
6736_173,Z,Z_2,120,173,online,easy,6736,F,High School Diploma,3,46,2,Y,2,1
19559_166,Z,Z_3,130,166,online,easy,19559,F,High School Diploma,1,42,1,N,1,1
17058_186,Z,Z_1,136,186,online,easy,17058,F,Matriculation,1,,1,N,1,1
8895_23,T,T_3,134,23,offline,intermediate,8895,F,Matriculation,3,,2,N,4,1
10369_138,Y,Y_2,120,138,offline,intermediate,10369,M,High School Diploma,3,,3,N,4,1
17941_100,V,V_1,133,100,offline,vary hard,17941,M,Matriculation,1,56,2,N,2,0
14092_90,V,V_2,121,90,offline,intermediate,14092,M,High School Diploma,4,,2,N,1,0
5643_30,T,T_3,134,30,online,easy,5643,F,Bachelors,1,46,2,N,2,1
6121_20,T,T_4,120,20,online,easy,6121,F,High School Diploma,4,,2,N,1,1
17257_43,T,T_1,131,43,offline,easy,17257,F,Bachelors,1,42,2,N,2,1
17922_57,U,U_1,134,57,offline,easy,17922,M,Matriculation,1,57,2,N,1,1
5159_40,T,T_2,117,40,online,easy,5159,F,High School Diploma,3,,4,N,3,1
18649_148,Y,Y_2,120,148,online,easy,18649,M,High School Diploma,1,,3,N,4,1
2791_127,Y,Y_3,135,127,offline,hard,2791,M,Bachelors,4,,2,,3,1
7766_113,Y,Y_4,121,113,offline,intermediate,7766,M,Matriculation,2,42,2,N,5,1
14315_145,Y,Y_2,120,145,online,easy,14315,M,High School Diploma,3,,2,N,2,0
9029_101,X,X_3,136,101,offline,intermediate,9029,M,High School Diploma,4,33,2,N,2,0
18576_114,Y,Y_4,121,114,offline,intermediate,18576,M,Matriculation,3,28,2,N,4,1
8616_136,Y,Y_3,135,136,online,easy,8616,M,Matriculation,2,,2,N,5,0
14071_145,Y,Y_2,120,145,online,easy,14071,M,High School Diploma,1,42,2,N,2,0
9295_26,T,T_3,134,26,offline,intermediate,,F,Matriculation,1,45,2,N,1,1
9784_133,Y,Y_3,135,133,online,easy,9784,M,High School Diploma,2,30,3,N,4,0
1998_149,Y,Y_1,,149,offline,intermediate,1998,M,Bachelors,3,,2,N,2,1
6246_156,Y,Y_1,136,156,online,easy,6246,M,Bachelors,1,41,2,N,3,1
9339_51,U,U_2,122,51,offline,intermediate,9339,M,High School Diploma,1,,4,N,2,0
4420_101,X,X_3,136,101,offline,intermediate,4420,F,Masters,1,42,2,N,4,1
1321_99,V,V_1,133,99,offline,hard,1321,F,High School Diploma,4,25,2,Y,2,0
5439_46,T,T_1,,46,offline,hard,5439,F,Bachelors,3,40,4,N,2,1
13372_44,T,T_1,131,44,offline,easy,13372,F,,3,40,2,N,2,0
19698_146,Y,Y_2,120,146,online,easy,,F,Bachelors,3,44,2,N,4,1
11096_89,V,V_2,121,89,offline,intermediate,11096,F,Bachelors,2,25,2,N,2,1
11894_99,V,V_1,133,99,offline,hard,11894,M,Matriculation,2,48,2,N,2,0
1388_32,T,T_2,117,32,offline,easy,1388,F,Bachelors,3,44,2,N,1,1
3008_53,U,U_2,122,53,online,easy,3008,M,Matriculation,3,,5,N,1,1
12176_86,V,V_3,131,86,offline,vary hard,12176,F,High School Diploma,3,24,2,Y,1,0
15276_149,Y,Y_1,136,149,offline,intermediate,15276,M,Matriculation,2,,3,N,3,1
19356_127,Y,Y_3,135,127,offline,hard,19356,F,High School Diploma,1,56,2,N,4,0
3407_121,Y,Y_4,121,121,online,easy,3407,M,No Qualification,4,,4,N,4,0
6313_54,U,U_2,122,54,online,easy,6313,M,High School Diploma,3,,2,Y,2,0
2995_10,T,T_4,120,10,offline,easy,2995,F,High School Diploma,1,,2,Y,1,1
6719_120,Y,Y_4,121,120,online,easy,6719,M,Bachelors,1,44,2,N,5,1
11665_139,Y,Y_2,120,139,offline,hard,11665,M,High School Diploma,1,42,2,N,5,1
12524_172,Z,Z_2,120,172,offline,easy,12524,F,Matriculation,3,43,1,N,2,0
1482_140,Y,Y_2,120,140,offline,hard,1482,M,,1,33,5,N,2,0
18781_43,T,T_1,131,43,offline,easy,18781,F,Bachelors,4,28,4,N,2,0
2080_150,Y,Y_1,136,150,offline,intermediate,2080,M,,1,45,2,N,5,1
4004_130,Y,Y_3,135,130,online,easy,4004,M,High School Diploma,3,28,2,N,3,1
3928_130,Y,Y_3,135,130,online,easy,3928,M,Matriculation,1,27,3,N,3,1
184_153,Y,Y_1,136,153,offline,hard,184,M,High School Diploma,3,48,3,Y,5,1
4468_154,Y,Y_1,136,154,online,easy,4468,M,High School Diploma,1,42,2,,3,1
10953_94,V,V_1,133,94,offline,easy,10953,F,High School Diploma,4,,2,N,1,1
14684_152,Y,Y_1,136,152,offline,hard,14684,M,High School Diploma,2,23,2,N,4,1
9976_84,V,V_3,131,84,offline,intermediate,9976,M,High School Diploma,,28,2,N,2,1
17106_187,Z,Z_1,136,187,online,easy,17106,F,Matriculation,2,,1,N,1,1
8678_47,T,T_1,131,47,offline,hard,8678,F,High School Diploma,2,24,2,Y,2,0
11376_26,T,T_3,134,26,offline,intermediate,11376,F,Bachelors,4,25,2,N,1,1
5839_128,Y,Y_3,135,128,offline,hard,5839,M,Matriculation,3,,2,N,5,1
2970_146,Y,Y_2,120,146,online,easy,2970,M,High School Diploma,2,,2,N,3,1
7049_119,Y,Y_4,121,119,online,easy,7049,M,High School Diploma,2,27,2,N,2,1
1237_129,Y,Y_3,,129,offline,hard,1237,F,High School Diploma,2,24,5,N,4,1
15336_185,Z,Z_1,136,185,online,easy,15336,M,High School Diploma,4,,3,Y,1,1
1833_149,Y,Y_1,136,149,offline,intermediate,1833,F,High School Diploma,3,45,2,N,4,1
5889_78,V,V_4,122,78,online,easy,5889,M,High School Diploma,3,47,2,N,4,1
16085_149,Y,Y_1,136,149,offline,intermediate,16085,M,Matriculation,3,27,2,N,2,1
16132_149,Y,,136,149,offline,intermediate,16132,M,Matriculation,4,,4,Y,4,1
1689_166,Z,Z_3,130,166,online,easy,1689,F,High School Diploma,3,44,1,Y,1,0
19105_80,V,V_3,131,80,offline,easy,19105,F,High School Diploma,1,,4,N,3,1
17686_47,T,T_1,131,47,offline,hard,17686,F,Bachelors,2,28,4,N,1,0
18881_163,Z,Z_3,130,163,offline,easy,18881,M,Matriculation,1,44,3,N,1,1
2718_61,U,U_1,134,61,online,easy,2718,F,High School Diploma,3,28,1,N,1,1
8031_126,Y,Y_3,135,126,offline,intermediate,8031,F,High School Diploma,3,,2,N,,0
18965_65,U,U_1,134,65,offline,vary hard,18965,M,High School Diploma,3,,4,N,2,1
